0	0
1	0.353161
2	0.0704793
3	-0.416233
4	0.431559
5	-0.0376115
6	0.256441
7	0.0568367
8	0.369681
9	0.450153
10	0.117887
11	0.126094
12	0.263407
13	-0.307415
14	-0.326968
15	-0.220158
16	-0.332496
17	0.0192555
18	0.212966
19	0.264017
20	0.357593
21	0.298125
22	-0.363818
23	0.249158
24	0.117166
25	0.0708281
26	0.189201
27	0.337129
28	-0.359255
29	-0.475805
30	-0.158374
31	-0.403184
32	0.403811
33	-0.220639
34	0.488263
35	-0.330203
36	0.00925317
37	-0.236808
38	0.19355
39	0.315747
40	0.196439
41	-0.243264
42	0.468772
43	0.314104
44	0.265879
45	-0.362205
46	-0.172902
47	-0.41324
48	0.461054
49	-0.457865
50	-0.0459826
51	0.163987
52	-0.279375
53	0.238743
54	-0.166738
55	-0.467279
56	0.093831
57	-0.284142
58	-0.25851
59	0.332
60	-0.470385
61	-0.133222
62	0.377547
63	0.216102
64	0.205862
65	-0.229382
66	-0.21134
67	-0.0873641
68	-0.325154
69	-0.211567
70	0.142005
71	0.0546988
72	-0.159123
73	0.366475
74	0.433876
75	0.100513
76	-0.359658
77	-0.388294
78	0.0306499
79	0.45996
80	0.12659
81	0.280497
82	-0.0720434
83	-0.481223
84	0.0839348
85	-0.174634
86	-0.476243
87	-0.309837
88	-0.0807244
89	-0.137934
90	-0.0151725
91	-0.498509
92	-0.443142
93	-0.196
94	-0.446556
95	0.34902
96	0.245714
97	0.0514563
98	-0.196523
99	0.48131
100	-0.254429
101	0.355131
102	0.109058
103	-0.498927
104	0.325328
105	0.208821
106	0.0563174
107	-0.011559
108	0.291312
109	-0.446241
110	0.105961
111	0.261128
112	0.195284
113	0.27896
114	-0.0160237
115	-0.33227
116	-0.198555
117	0.31851
118	0.0258664
119	0.211813
120	-0.0330178
121	0.316235
122	-0.0332424
123	0.316248
124	-0.362943
125	0.130849
126	0.207887
127	-0.308732
128	-0.385851
129	0.226001
130	0.101755
131	0.147862
132	0.436868
133	0.00639842
134	0.307997
135	0.262749
136	0.320743
137	0.446781
138	-0.334806
139	0.126997
140	0.316049
141	-0.0921135
142	-0.450271
143	0.479283
144	0.394371
145	-0.204956
146	0.416674
147	-0.38483
148	-0.00574655
149	-0.210048
150	0.18643
151	-0.153723
152	-0.266439
153	0.0364487
154	-0.234095
155	0.337697
156	0.417323
157	-0.208714
158	-0.334546
159	0.116862
160	0.217766
161	0.435478
162	0.168666
163	-0.172885
164	-0.0460449
165	-0.498553
166	-0.382594
167	0.114503
168	0.411843
169	-0.407225
170	0.145516
171	-0.252133
172	0.400524
173	0.170685
174	-0.0345402
175	-0.451018
176	-0.399405
177	-0.415661
178	0.358529
179	-0.419063
180	0.135943
181	0.419627
182	0.253122
183	-0.300324
184	-0.253726
185	-0.332402
186	0.49537
187	0.48818
188	0.468005
189	-0.262887
190	-0.0775484
191	0.257366
192	-0.351363
193	-0.213413
194	-0.371443
195	-0.415434
196	-0.489319
197	0.403858
198	0.0632218
199	-0.333714
200	-0.00477735
201	-0.0615043
202	0.116366
203	0.371207
204	-0.197422
205	-0.338745
206	0.28575
